Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Mean,Perim
Station2,Particle,Light,2022.02,3,5,2.992,0.598,0.008,255,2.857
Station2,Particle,Light,2022.02,30,29,34.469,1.189,0.092,255,3.868
Station2,Particle,Light,2022.02,31,38,59.261,1.56,0.158,255,4.33
Station2,Particle,Light,2022.02,32,16,17.248,1.078,0.046,255,3.669
Station2,Particle,Light,2022.02,33,32,54.761,1.711,0.146,255,4.486
Station2,Particle,Light,2022.02,34,16,19.355,1.21,0.052,255,3.797
Station2,Particle,Light,2022.02,4,3,6.79,2.263,0.018,255,5.858
Station2,Particle,Light,2022.02,5,1,0.364,0.364,9.70E-04,255,2.053
Station2,Particle,Light,2022.02,6,4,6.504,1.626,0.017,255,4.374
Station2,Particle,Light,2022.02,7,6,14.464,2.411,0.039,255,5.642
Station2,Particle,Light,2022.02,8,15,22.294,1.486,0.059,255,4.25
Station2,Particle,Light,2022.02,9,6,2.784,0.464,0.007,255,2.34
Station2,Particle,Light,2021.11,1,13,26.977,2.075,0.072,255,5.716
Station2,Particle,Light,2021.11,10,30,43.652,1.455,0.116,255,4.622
Station2,Particle,Light,2021.11,11,7,8.065,1.152,0.021,255,4.055
Station2,Particle,Light,2021.11,12,22,30.567,1.389,0.081,255,4.345
Station2,Particle,Light,2021.11,13,24,33.039,1.377,0.088,255,4.225
Station2,Particle,Light,2021.11,14,44,65.791,1.495,0.175,255,4.414
Station2,Particle,Light,2021.11,15,52,75.884,1.459,0.202,255,4.389
Station2,Particle,Light,2021.11,16,71,85.692,1.207,0.228,255,4.046
Station2,Particle,Light,2021.11,17,50,82.258,1.645,0.219,255,4.622
Station2,Particle,Light,2021.11,18,32,39.412,1.232,0.105,255,3.86
Station2,Particle,Light,2021.11,19,16,16.233,1.015,0.043,255,3.651
Station2,Particle,Light,2021.11,2,14,12.279,0.877,0.033,255,3.273
Station2,Particle,Light,2021.11,20,50,73.595,1.472,0.196,255,4.339
Station2,Particle,Light,2021.11,21,39,58.897,1.51,0.157,255,4.44
Station2,Particle,Light,2021.11,22,71,85.198,1.2,0.227,255,3.891
Station2,Particle,Light,2021.11,23,13,11.629,0.895,0.031,255,3.188
Station2,Particle,Light,2021.11,24,36,52.575,1.46,0.14,255,4.536
Station2,Particle,Light,2021.11,25,26,44.563,1.714,0.119,255,4.676
Station2,Particle,Light,2021.11,26,33,51.145,1.55,0.136,255,4.477
Station2,Particle,Light,2021.11,27,25,50.963,2.039,0.136,255,5.01
Station2,Particle,Light,2021.11,28,41,48.439,1.181,0.129,255,3.847
Station2,Particle,Light,2021.11,29,44,57.622,1.31,0.153,255,4.036
Station2,Particle,Light,2021.11,3,39,58.637,1.504,0.156,255,4.475
Station2,Particle,Light,2021.11,30,28,43.132,1.54,0.115,255,4.521
Station2,Particle,Light,2021.11,31,42,69.147,1.646,0.184,255,4.713
Station2,Particle,Light,2021.11,32,52,77.94,1.499,0.208,255,4.666
Station2,Particle,Light,2021.11,33,54,57.492,1.065,0.153,255,3.683
Station2,Particle,Light,2021.11,34,29,63.762,2.199,0.17,255,5.743
Station2,Particle,Light,2021.11,35,19,31.868,1.677,0.085,255,4.575
Station2,Particle,Light,2021.11,36,36,47.086,1.308,0.125,255,3.929
Station2,Particle,Light,2021.11,37,14,29.396,2.1,0.078,255,5.628
Station2,Particle,Light,2021.11,38,19,21.514,1.132,0.057,255,3.847
Station2,Particle,Light,2021.11,39,36,66.883,1.858,0.178,255,4.891
Station2,Particle,Light,2021.11,4,11,18.939,1.722,0.05,255,4.241
Station2,Particle,Light,2021.11,40,25,41.831,1.673,0.111,255,4.754
Station2,Particle,Light,2021.11,41,37,58.299,1.576,0.155,255,4.514
Station2,Particle,Light,2021.11,42,22,34.235,1.556,0.091,255,4.456
Station2,Particle,Light,2021.11,43,29,35.744,1.233,0.095,255,3.997
Station2,Particle,Light,2021.11,44,1,0.702,0.702,0.002,255,3.438
Station2,Particle,Light,2021.11,45,21,32.96,1.57,0.088,255,4.54
Station2,Particle,Light,2021.11,46,26,42.794,1.646,0.114,255,4.755
Station2,Particle,Light,2021.11,47,26,34.912,1.343,0.093,255,3.942
Station2,Particle,Light,2021.11,48,30,38.267,1.276,0.102,255,4.422
Station2,Particle,Light,2021.11,49,55,75.468,1.372,0.201,255,4.154
Station2,Particle,Light,2021.11,5,1,0.52,0.52,0.001,255,2.564
Station2,Particle,Light,2021.11,50,7,4.266,0.609,0.011,255,2.859
Station2,Particle,Light,2021.11,6,11,10.224,0.929,0.027,255,3.212
Station2,Particle,Light,2021.11,7,26,30.775,1.184,0.082,255,3.853
Station2,Particle,Light,2021.11,8,33,32.908,0.997,0.088,255,3.608
Station2,Particle,Light,2021.11,9,47,56.296,1.198,0.15,255,4.04
Station2,Particle,Light,2021.07,1,9,10.406,1.156,0.028,255,3.535
Station2,Particle,Light,2021.07,10,34,33.741,0.992,0.09,255,3.582
Station2,Particle,Light,2021.07,11,23,29.579,1.286,0.079,255,4.056
Station2,Particle,Light,2021.07,12,46,70.317,1.529,0.187,255,4.476
Station2,Particle,Light,2021.07,13,26,36.915,1.42,0.098,255,4.17
Station2,Particle,Light,2021.07,15,8,13.215,1.652,0.035,255,4.655
Station2,Particle,Light,2021.07,16,27,36.967,1.369,0.098,255,4.492
Station2,Particle,Light,2021.07,17,24,43.548,1.815,0.116,255,4.936
Station2,Particle,Light,2021.07,18,20,32.492,1.625,0.087,255,4.51
Station2,Particle,Light,2021.07,19,22,30.983,1.408,0.083,255,4.218
Station2,Particle,Light,2021.07,2,2,2.003,1.002,0.005,255,3.591
Station2,Particle,Light,2021.07,20,29,33.715,1.163,0.09,255,3.762
Station2,Particle,Light,2021.07,21,21,39.698,1.89,0.106,255,5.171
Station2,Particle,Light,2021.07,22,7,8.429,1.204,0.022,255,3.87
Station2,Particle,Light,2021.07,23,3,3.824,1.275,0.01,255,4.122
Station2,Particle,Light,2021.07,24,16,16.597,1.037,0.044,255,3.471
Station2,Particle,Light,2021.07,25,5,5.515,1.103,0.015,255,3.872
Station2,Particle,Light,2021.07,26,3,9.053,3.018,0.024,255,6.136
Station2,Particle,Light,2021.07,27,6,6.92,1.153,0.018,255,4.1
Station2,Particle,Light,2021.07,28,4,3.122,0.78,0.008,255,3.068
Station2,Particle,Light,2021.07,29,32,40.921,1.279,0.109,255,4.085
Station2,Particle,Light,2021.07,3,7,9.886,1.412,0.026,255,4.394
Station2,Particle,Light,2021.07,30,17,28.226,1.66,0.075,255,4.975
Station2,Particle,Light,2021.07,31,16,27.966,1.748,0.074,255,4.869
Station2,Particle,Light,2021.07,32,21,18.835,0.897,0.05,255,3.42
Station2,Particle,Light,2021.07,33,12,14.646,1.221,0.039,255,3.995
Station2,Particle,Light,2021.07,34,6,11.03,1.838,0.029,255,5.315
Station2,Particle,Light,2021.07,35,22,21.592,0.981,0.057,255,3.515
Station2,Particle,Light,2021.07,36,18,28.486,1.583,0.076,255,4.558
Station2,Particle,Light,2021.07,37,13,21.332,1.641,0.057,255,4.548
Station2,Particle,Light,2021.07,38,9,9.157,1.017,0.024,255,3.57
Station2,Particle,Light,2021.07,39,7,8.559,1.223,0.023,255,4.183
Station2,Particle,Light,2021.07,4,11,19.199,1.745,0.051,255,5.008
Station2,Particle,Light,2021.07,40,7,4.657,0.665,0.012,255,2.804
Station2,Particle,Light,2021.07,41,2,3.356,1.678,0.009,255,5.243
Station2,Particle,Light,2021.07,42,42,56.66,1.349,0.151,255,4.227
Station2,Particle,Light,2021.07,43,23,27.263,1.185,0.073,255,4.098
Station2,Particle,Light,2021.07,44,3,2.94,0.98,0.008,255,3.584
Station2,Particle,Light,2021.07,45,7,12.747,1.821,0.034,255,4.787
Station2,Particle,Light,2021.07,46,30,31.191,1.04,0.083,255,3.587
Station2,Particle,Light,2021.07,47,20,20.916,1.046,0.056,255,3.856
Station2,Particle,Light,2021.07,48,17,23.907,1.406,0.064,255,4.537
Station2,Particle,Light,2021.07,49,19,17.56,0.924,0.047,255,3.344
Station2,Particle,Light,2021.07,5,16,26.691,1.668,0.071,255,4.449
Station2,Particle,Light,2021.07,50,8,12.565,1.571,0.033,255,4.274
Station2,Particle,Light,2021.07,6,11,16.441,1.495,0.044,255,4.512
Station2,Particle,Light,2021.07,7,7,9.235,1.319,0.025,255,4.133
Station2,Particle,Light,2021.07,8,7,7.596,1.085,0.02,255,3.867
Station2,Particle,Light,2021.07,9,7,5.411,0.773,0.014,255,3.126
Station2,Particle,Light,2022.05,1,8,12.175,1.522,0.032,255,4.108
Station2,Particle,Light,2022.05,2,22,36.811,1.673,0.098,255,4.669
Station2,Particle,Light,2022.05,3,3,7.83,2.61,0.021,255,5.667
Station2,Particle,Light,2022.05,4,7,23.283,3.326,0.062,255,7.532
Station2,Particle,Light,2022.05,5,14,25.13,1.795,0.067,255,4.626
Station2,Particle,Light,2022.05,6,6,12.305,2.051,0.033,255,4.936
Station2,Particle,Light,2022.05,7,8,8.247,1.031,0.022,255,3.445
Station2,Particle,Light,2022.05,8,3,1.275,0.425,0.003,255,2.533
Station2,Particle,Light,2022.05,9,6,11.629,1.938,0.031,255,4.793
Station2,Particle,Light,2022.05,10,10,23.153,2.315,0.062,255,5.684
Station2,Particle,Light,2022.05,11,8,11.108,1.389,0.03,255,4.015
Station2,Particle,Light,2022.05,12,9,7.57,0.841,0.02,255,3.076
Station2,Particle,Light,2022.05,13,1,0.78,0.78,0.002,255,3.021
Station2,Particle,Light,2022.05,14,6,10.38,1.73,0.028,255,4.635
Station2,Particle,Light,2022.05,15,3,4.084,1.361,0.011,255,4.185
Station2,Particle,Light,2022.05,16,6,9.99,1.665,0.027,255,4.654
Station2,Particle,Light,2022.05,17,19,26.015,1.369,0.069,255,4.276
Station2,Particle,Light,2022.05,18,9,13.215,1.468,0.035,255,4.046
Station2,Particle,Light,2022.05,19,8,11.264,1.408,0.03,255,4.046
Station2,Particle,Light,2022.05,20,5,3.59,0.718,0.01,255,2.899
Station2,Particle,Light,2022.05,21,9,15.999,1.778,0.043,255,4.298
Station2,Particle,Light,2022.05,22,7,11.602,1.657,0.031,255,4.592
Station2,Particle,Light,2022.05,23,14,17.534,1.252,0.047,255,3.898
Station2,Particle,Light,2022.05,24,16,26.743,1.671,0.071,255,4.482
Station2,Particle,Light,2022.05,25,7,8.585,1.226,0.023,255,3.919
Station2,Particle,Light,2022.05,26,6,12.773,2.129,0.034,255,5.164
Station2,Particle,Light,2022.05,27,5,6.504,1.301,0.017,255,4.02
Station2,Particle,Light,2022.05,28,7,5.229,0.747,0.014,255,3.029
Station2,Particle,Light,2022.05,29,10,14.984,1.498,0.04,255,4.135
Station2,Particle,Light,2022.05,30,4,2.419,0.605,0.006,255,2.665
Station2,Particle,Light,2022.05,31,4,8.299,2.075,0.022,255,5.233
Station2,Particle,Light,2022.05,32,15,25.702,1.713,0.068,255,4.733
Station2,Particle,Light,2022.05,33,19,29.448,1.55,0.078,255,4.149
Station2,Particle,Light,2022.05,34,16,15.713,0.982,0.042,255,3.272
Station2,Particle,Light,2022.05,35,10,9.001,0.9,0.024,255,3.414
Station2,Particle,Light,2022.06,1,3,2.914,0.971,0.008,255,3.742
Station2,Particle,Light,2022.06,2,25,28.564,1.143,0.076,255,3.791
Station2,Particle,Light,2022.06,3,8,7.518,0.94,0.02,255,3.187
Station2,Particle,Light,2022.06,4,37,57.18,1.545,0.152,255,4.536
Station2,Particle,Light,2022.06,5,22,24.896,1.132,0.066,255,3.665
Station2,Particle,Light,2022.06,6,33,39.282,1.19,0.105,255,3.691
Station2,Particle,Light,2022.06,7,13,14.49,1.115,0.039,255,4.014
Station2,Particle,Light,2022.06,8,13,16.155,1.243,0.043,255,3.905
Station2,Particle,Light,2022.06,9,6,6.998,1.166,0.019,255,3.777
Station2,Particle,Light,2022.06,10,37,49.948,1.35,0.133,255,4.128
Station2,Particle,Light,2022.06,11,10,15.661,1.566,0.042,255,4.257
Station2,Particle,Light,2022.06,12,26,18.34,0.705,0.049,255,2.865
Station2,Particle,Light,2022.06,13,6,11.629,1.938,0.031,255,4.926
Station2,Particle,Light,2022.06,14,29,37.851,1.305,0.101,255,3.966
Station2,Particle,Light,2022.06,15,10,8.247,0.825,0.022,255,3.007
Station2,Particle,Light,2022.06,16,31,32.57,1.051,0.087,255,3.657
Station2,Particle,Light,2022.06,17,17,16.883,0.993,0.045,255,3.325
Station2,Particle,Light,2022.06,18,8,9.755,1.219,0.026,255,4.08
Station2,Particle,Light,2022.06,19,2,1.353,0.676,0.004,255,2.706
Station2,Particle,Light,2022.06,20,31,30.619,0.988,0.082,255,3.615
Station2,Particle,Light,2022.06,21,21,25.13,1.197,0.067,255,3.768
Station2,Particle,Light,2022.06,22,4,5.983,1.496,0.016,255,4.065
Station2,Particle,Light,2022.06,23,5,4.709,0.942,0.013,255,3.461
Station2,Particle,Light,2022.06,24,4,5.151,1.288,0.014,255,4.089
Station2,Particle,Light,2022.06,25,12,9.99,0.832,0.027,255,3.169
Station2,Particle,Light,2022.06,26,16,11.889,0.743,0.032,255,3.04
Station2,Particle,Light,2022.06,27,6,7.908,1.318,0.021,255,4.037
Station2,Particle,Light,2022.06,28,5,13.866,2.773,0.037,255,5.953
Station2,Particle,Light,2022.06,29,7,12.383,1.769,0.033,255,5.113
Station2,Particle,Light,2022.06,30,13,6.035,0.464,0.016,255,2.29
Station2,Particle,Light,2022.06,31,6,10.614,1.769,0.028,255,4.562
Station2,Particle,Light,2022.06,32,4,5.983,1.496,0.016,255,4.531
Station2,Particle,Light,2022.06,33,15,15.921,1.061,0.042,255,3.631
Station2,Particle,Light,2022.11,1,15,21.176,1.412,0.056,255,4.157
Station2,Particle,Light,2022.11,2,6,5.567,0.928,0.015,255,3.499
Station2,Particle,Light,2022.11,3,9,6.998,0.778,0.019,255,2.988
Station2,Particle,Light,2022.11,4,8,8.117,1.015,0.022,255,3.569
Station2,Particle,Light,2022.11,5,3,4.344,1.448,0.012,255,4.432
Station2,Particle,Light,2022.11,6,12,11.993,0.999,0.032,255,3.503
Station2,Particle,Light,2022.11,7,15,17.794,1.186,0.047,255,3.885
Station2,Particle,Light,2022.11,8,5,9.886,1.977,0.026,255,5.038
Station2,Particle,Light,2022.11,9,2,1.899,0.95,0.005,255,3.505
Station2,Particle,Light,2022.11,10,12,9.027,0.752,0.024,255,2.88
Station2,Particle,Light,2022.11,11,25,26.301,1.052,0.07,255,3.735
Station2,Particle,Light,2022.11,12,11,16.831,1.53,0.045,255,4.387
Station2,Particle,Light,2022.11,13,12,13.736,1.145,0.037,255,3.794
Station2,Particle,Light,2022.11,14,5,5.827,1.165,0.016,255,3.7
Station2,Particle,Light,2022.11,15,11,12.383,1.126,0.033,255,3.578
Station2,Particle,Light,2022.11,16,11,14.126,1.284,0.038,255,3.945
Station2,Particle,Light,2022.11,17,3,2.263,0.754,0.006,255,3.477
Station2,Particle,Light,2022.11,18,9,13.033,1.448,0.035,255,4.364
Station2,Particle,Light,2022.11,19,5,8.767,1.753,0.023,255,4.605
Station2,Particle,Light,2022.11,20,1,0.806,0.806,0.002,255,3.249
Station2,Particle,Light,2022.11,21,9,13.267,1.474,0.035,255,4.131
Station2,Particle,Light,2022.11,22,3,6.009,2.003,0.016,255,5.661
Station2,Particle,Light,2022.11,23,1,0.728,0.728,0.002,255,2.926
Station2,Particle,Light,2022.11,24,19,19.251,1.013,0.051,255,3.832
Station2,Particle,Light,2022.11,25,1,0.338,0.338,9.01E-04,255,1.919
Station2,Particle,Light,2022.11,26,1,1.093,1.093,0.003,255,4.405
Station2,Particle,Light,2022.11,27,7,10.874,1.553,0.029,255,4.274
Station2,Particle,Light,2022.11,28,8,8.012,1.002,0.021,255,3.533
Station2,Particle,Light,2022.11,29,11,9.391,0.854,0.025,255,3.036
Station2,Particle,Light,2022.11,30,2,0.572,0.286,0.002,255,1.805
Station2,Particle,Light,2022.11,31,5,8.377,1.675,0.022,255,5.156
Station3,0point2,SYBR,2022.02,,160,185.354,1.158,0.494,255,3.742
Station3,0point2,SYBR,2021.07,,131,183.039,1.397,0.487,255,4.057
Station3,0point2,SYBR,2022.05,,7,4.527,0.647,0.012,255,2.714
Station3,0point2,SYBR,2022.06,,60,79.475,1.325,0.212,255,4.085
Station3,0point2,SYBR,2022.11,,163,218.106,1.338,0.581,255,4.096
Station3,0point2,SYBR,2022.02,,474,517.014,1.091,1.377,255,3.788
Station3,0point2,SYBR,2021.07,,93,142.118,1.528,0.378,255,4.271
Station3,0point2,SYBR,2022.05,,353,497.164,1.408,1.324,255,4.165
Station3,0point2,SYBR,2022.06,,103,174.168,1.691,0.464,255,4.766
Station3,0point2,SYBR,2022.11,,1,0.442,0.442,0.001,255,2.604
Station3,0point2,SYBR,2022.02,,591,611.082,1.034,1.627,255,3.727
Station3,0point2,SYBR,2021.07,,144,176.249,1.224,0.469,255,3.823
Station3,0point2,SYBR,2022.05,,184,268.496,1.459,0.715,255,4.239
Station3,0point2,SYBR,2022.06,,59,74.792,1.268,0.199,255,3.917
Station3,0point2,SYBR,2022.11,,138,182.466,1.322,0.486,255,4.119
Station3,0point2,SYBR,2022.02,,70,96.592,1.38,0.257,255,4.177
Station3,0point2,SYBR,2021.07,,55,86.368,1.57,0.23,255,4.54
Station3,0point2,SYBR,2022.05,,15,10.77,0.718,0.029,255,2.927
Station3,0point2,SYBR,2022.06,,342,433.611,1.268,1.155,255,3.866
Station3,0point2,SYBR,2022.11,,246,350.494,1.425,0.933,255,4.326
Station3,0point2,SYBR,2022.02,,151,185.12,1.226,0.493,255,3.882
Station3,0point2,SYBR,2021.07,,78,121.722,1.561,0.324,255,4.483
Station3,0point2,SYBR,2022.05,,12,7.414,0.618,0.02,255,2.693
Station3,0point2,SYBR,2022.06,,136,183.871,1.352,0.49,255,4.152
Station3,0point2,SYBR,2022.11,,287,348.647,1.215,0.928,255,3.895
Station3,0point2,SYBR,2022.02,,121,170.525,1.409,0.454,255,4.225
Station3,0point2,SYBR,2021.07,,180,245.499,1.364,0.654,255,4.111
Station3,0point2,SYBR,2022.05,,5,3.408,0.682,0.009,255,2.72
Station3,0point2,SYBR,2022.06,,218,313.736,1.439,0.835,255,4.337
Station3,0point2,SYBR,2022.11,,151,194.823,1.29,0.519,255,3.994
Station3,0point2,SYBR,2022.02,,137,205.515,1.5,0.547,255,4.481
Station3,0point2,SYBR,2021.07,,138,197.425,1.431,0.526,255,4.254
Station3,0point2,SYBR,2022.05,,6,3.2,0.533,0.009,255,2.511
Station3,0point2,SYBR,2022.06,,65,113.736,1.75,0.303,255,4.759
Station3,0point2,SYBR,2022.11,,82,109.651,1.337,0.292,255,4.011
Station3,0point2,SYBR,2022.02,,239,251.015,1.05,0.668,255,3.682
Station3,0point2,SYBR,2021.07,,86,118.34,1.376,0.315,255,4.121
Station3,0point2,SYBR,2022.05,,3,1.743,0.581,0.005,255,2.659
Station3,0point2,SYBR,2022.06,,131,166.337,1.27,0.443,255,3.931
Station3,0point2,SYBR,2022.11,,111,124.22,1.119,0.331,255,3.745
Station3,0point2,SYBR,2022.02,,197,269.615,1.369,0.718,255,4.227
Station3,0point2,SYBR,2021.07,,39,59.521,1.526,0.159,255,4.386
Station3,0point2,SYBR,2022.05,,137,227.888,1.663,0.607,255,4.638
Station3,0point2,SYBR,2022.06,,137,194.875,1.422,0.519,255,4.215
Station3,0point2,SYBR,2022.11,,122,191.207,1.567,0.509,255,4.563
Station3,0point2,SYBR,2022.02,,154,218.887,1.421,0.583,255,4.327
Station3,0point2,SYBR,2021.07,,106,165.869,1.565,0.442,255,4.422
Station3,0point2,SYBR,2022.05,,9,5.541,0.616,0.015,255,2.691
Station3,0point2,SYBR,2022.06,,116,168.028,1.449,0.447,255,4.307
Station3,0point2,SYBR,2022.11,,74,100.754,1.362,0.268,255,4.241
Station3,0point2,SYBR,2022.02,,139,182.414,1.312,0.486,255,4.069
Station3,0point2,SYBR,2021.07,,88,101.353,1.152,0.27,255,3.766
Station3,0point2,SYBR,2022.05,,9,5.359,0.595,0.014,255,2.594
Station3,0point2,SYBR,2022.06,,207,256.191,1.238,0.682,255,3.899
Station3,0point2,SYBR,2022.11,,154,192.638,1.251,0.513,255,4.005
Station3,0point2,SYBR,2022.02,,151,222.086,1.471,0.591,255,4.431
Station3,0point2,SYBR,2021.07,,47,75.572,1.608,0.201,255,4.557
Station3,0point2,SYBR,2022.05,,13,9.417,0.724,0.025,255,2.931
Station3,0point2,SYBR,2022.06,,139,199.011,1.432,0.53,255,4.268
Station3,0point2,SYBR,2022.11,,77,108.065,1.403,0.288,255,4.445
Station3,0point2,SYBR,2022.02,,177,243.783,1.377,0.649,255,4.379
Station3,0point2,SYBR,2021.07,,109,129.422,1.187,0.345,255,3.816
Station3,0point2,SYBR,2022.05,,6,3.304,0.551,0.009,255,2.58
Station3,0point2,SYBR,2022.06,,121,179.214,1.481,0.477,255,4.304
Station3,0point2,SYBR,2022.11,,59,90.895,1.541,0.242,255,4.47
Station3,0point2,SYBR,2022.02,,186,245.916,1.322,0.655,255,4.099
Station3,0point2,SYBR,2021.07,,86,114.542,1.332,0.305,255,4.145
Station3,0point2,SYBR,2022.05,,5,2.784,0.557,0.007,255,2.629
Station3,0point2,SYBR,2022.06,,7,3.07,0.439,0.008,255,2.223
Station3,0point2,SYBR,2022.11,,165,198.933,1.206,0.53,255,3.894
Station3,0point2,SYBR,2022.02,,95,137.539,1.448,0.366,255,4.333
Station3,0point2,SYBR,2021.07,,96,137.929,1.437,0.367,255,4.284
Station3,0point2,SYBR,2022.05,,9,5.801,0.645,0.015,255,2.843
Station3,0point2,SYBR,2022.06,,159,215.088,1.353,0.573,255,4.151
Station3,0point2,SYBR,2022.11,,56,76.925,1.374,0.205,255,4.115
Station3,0point2,SYBR,2022.02,,144,215.687,1.498,0.574,255,4.373
Station3,0point2,SYBR,2021.07,,90,113.345,1.259,0.302,255,3.916
Station3,0point2,SYBR,2022.05,,5,2.549,0.51,0.007,255,2.405
Station3,0point2,SYBR,2022.06,,87,112.513,1.293,0.3,255,4.061
Station3,0point2,SYBR,2022.11,,150,188.84,1.259,0.503,255,4.034
Station3,0point2,SYBR,2022.02,,209,294.017,1.407,0.783,255,4.324
Station3,0point2,SYBR,2021.07,,93,121.306,1.304,0.323,255,3.995
Station3,0point2,SYBR,2022.05,,16,14.464,0.904,0.039,255,3.235
Station3,0point2,SYBR,2022.06,,125,193.548,1.548,0.515,255,4.401
Station3,0point2,SYBR,2022.11,,67,76.587,1.143,0.204,255,3.781
Station3,0point2,SYBR,2022.02,,168,211.889,1.261,0.564,255,4.036
Station3,0point2,SYBR,2021.07,,42,58.455,1.392,0.156,255,4.288
Station3,0point2,SYBR,2022.05,,5,3.304,0.661,0.009,255,2.914
Station3,0point2,SYBR,2022.06,,115,167.56,1.457,0.446,255,4.316
Station3,0point2,SYBR,2022.11,,63,83.975,1.333,0.224,255,4.07
Station3,0point2,SYBR,2022.02,,183,238.059,1.301,0.634,255,4.075
Station3,0point2,SYBR,2021.07,,85,118.08,1.389,0.314,255,4.153
Station3,0point2,SYBR,2022.05,,7,4.553,0.65,0.012,255,2.898
Station3,0point2,SYBR,2022.06,,73,112.825,1.546,0.3,255,4.586
Station3,0point2,SYBR,2022.11,,74,107.258,1.449,0.286,255,4.3
Station3,0point2,SYBR,2022.02,,325,373.907,1.15,0.996,255,3.953
Station3,0point2,SYBR,2021.07,,65,78.564,1.209,0.209,255,3.822
Station3,0point2,SYBR,2022.05,,7,4.657,0.665,0.012,255,3.034
Station3,0point2,SYBR,2022.06,,118,173.543,1.471,0.462,255,4.229
Station3,0point2,SYBR,2022.11,,136,188.892,1.389,0.503,255,4.224
Station3,0point2,SYBR,2022.02,,153,195.604,1.278,0.521,255,4.073
Station3,0point2,SYBR,2022.05,,12,7.492,0.624,0.02,255,2.769
Station3,0point2,SYBR,2022.06,,127,154.11,1.213,0.41,255,3.897
Station3,0point2,SYBR,2022.11,,96,136.603,1.423,0.364,255,4.444
Station3,0point2,SYBR,2022.02,,217,273.283,1.259,0.728,255,4.026
Station3,0point2,SYBR,2022.05,,16,5.801,0.363,0.015,255,2.025
Station3,0point2,SYBR,2022.06,,39,64.126,1.644,0.171,255,4.803
Station3,0point2,SYBR,2022.11,,58,77.237,1.332,0.206,255,4.115
Station3,0point2,SYBR,2022.02,,240,306.816,1.278,0.817,255,4.097
Station3,0point2,SYBR,2021.07,,142,186.394,1.313,0.496,255,3.949
Station3,0point2,SYBR,2022.05,,7,3.382,0.483,0.009,255,2.321
Station3,0point2,SYBR,2022.06,,95,150.026,1.579,0.4,255,4.429
Station3,0point2,SYBR,2022.11,,151,186.629,1.236,0.497,255,3.947
Station3,0point2,SYBR,2022.02,,199,271.254,1.363,0.722,255,4.212
Station3,0point2,SYBR,2022.05,,5,2.966,0.593,0.008,255,2.656
Station3,0point2,SYBR,2022.06,,41,66.545,1.623,0.177,255,4.507
Station3,0point2,SYBR,2022.11,,56,82.154,1.467,0.219,255,4.376
Station3,0point2,SYBR,2022.02,,196,234.547,1.197,0.625,255,3.845
Station3,0point2,SYBR,2022.05,,4,1.925,0.481,0.005,255,2.279
Station3,0point2,SYBR,2022.06,,65,92.508,1.423,0.246,255,4.182
Station3,0point2,SYBR,2022.11,,90,112.565,1.251,0.3,255,3.98
Station3,0point2,SYBR,2022.02,,166,213.319,1.285,0.568,255,4.061
Station3,0point2,SYBR,2022.05,,11,9.105,0.828,0.024,255,3.193
Station3,0point2,SYBR,2022.06,,57,95.525,1.676,0.254,255,4.616
Station3,0point2,SYBR,2022.05,,3,1.977,0.659,0.005,255,3.071
Station3,0point2,SYBR,2022.06,,149,199.063,1.336,0.53,255,3.998
Station3,0point2,SYBR,2022.02,,328,468.366,1.428,1.247,255,4.352
Station3,0point2,SYBR,2021.07,,48,65.219,1.359,0.174,255,4.111
Station3,0point2,SYBR,2022.05,,14,6.374,0.455,0.017,255,2.34
Station3,0point2,SYBR,2022.06,,173,267.768,1.548,0.713,255,4.471
Station3,0point2,SYBR,2022.11,,213,278.616,1.308,0.742,255,4.174
Station3,0point2,SYBR,2022.02,,197,279.475,1.419,0.744,255,4.242
Station3,0point2,SYBR,2021.07,,100,143.132,1.431,0.381,255,4.217
Station3,0point2,SYBR,2022.05,,4,2.055,0.514,0.005,255,2.403
Station3,0point2,SYBR,2022.06,,88,106.139,1.206,0.283,255,3.772
Station3,0point2,SYBR,2022.11,,105,141.805,1.351,0.378,255,4.345
Station3,0point2,SYBR,2022.02,,103,133.429,1.295,0.355,255,4.209
Station3,0point2,SYBR,2021.07,,88,136.655,1.553,0.364,255,4.402
Station3,0point2,SYBR,2022.05,,7,5.515,0.788,0.015,255,3.113
Station3,0point2,SYBR,2022.06,,52,91.207,1.754,0.243,255,4.859
Station3,0point2,SYBR,2022.11,,68,99.714,1.466,0.266,255,4.369
Station3,0point2,SYBR,2022.02,,235,307.362,1.308,0.818,255,4.11
Station3,0point2,SYBR,2021.07,,34,40.557,1.193,0.108,255,3.801
Station3,0point2,SYBR,2022.05,,6,3.902,0.65,0.01,255,2.846
Station3,0point2,SYBR,2022.06,,229,287.201,1.254,0.765,255,3.987
Station3,0point2,SYBR,2022.11,,269,365.14,1.357,0.972,255,4.163
Station3,0point2,SYBR,2022.02,,137,209.027,1.526,0.557,255,4.561
Station3,0point2,SYBR,2021.07,,120,159.287,1.327,0.424,255,4.086
Station3,0point2,SYBR,2022.05,,8,5.541,0.693,0.015,255,3.004
Station3,0point2,SYBR,2022.06,,105,180.879,1.723,0.482,255,4.75
Station3,0point2,SYBR,2022.11,,94,128.512,1.367,0.342,255,4.137
Station3,0point2,SYBR,2022.02,,335,383.585,1.145,1.021,255,3.874
