Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Perim
Station2,AlcianBlue,Heavy,2022.02,9,123,3035.874,24.682,8.084,24.764
Station2,AlcianBlue,Light,2022.02,1,120,2696.488,22.471,7.181,24.79
Station2,AlcianBlue,Light,2022.02,10,130,2620.031,20.154,6.977,25.046
Station2,AlcianBlue,Light,2022.02,11,123,2573.985,20.927,6.854,23.622
Station2,AlcianBlue,Light,2022.02,12,131,2852.862,21.778,7.597,23.402
Station2,AlcianBlue,Light,2022.02,13,120,2642.404,22.02,7.037,24.509
Station2,AlcianBlue,Light,2022.02,14,133,2881.374,21.664,7.673,25.666
Station2,AlcianBlue,Light,2022.02,15,110,2668.783,24.262,7.107,26.613
Station2,AlcianBlue,Light,2022.02,16,97,2216.077,22.846,5.901,26.963
Station2,AlcianBlue,Light,2022.02,17,113,2618.054,23.169,6.972,26.138
Station2,AlcianBlue,Light,2022.02,18,137,2992.092,21.84,7.968,24.391
Station2,AlcianBlue,Light,2022.02,19,127,2863.71,22.549,7.626,24.144
Station2,AlcianBlue,Light,2022.02,2,120,2889.412,24.078,7.694,24.702
Station2,AlcianBlue,Light,2022.02,20,71,1856.296,26.145,4.943,29.088
Station2,AlcianBlue,Light,2022.02,21,132,2914.75,22.081,7.762,24.217
Station2,AlcianBlue,Light,2022.02,22,121,2548.439,21.061,6.786,24.319
Station2,AlcianBlue,Light,2022.02,23,74,1944.329,26.275,5.178,30.858
Station2,AlcianBlue,Light,2022.02,24,126,2668.314,21.177,7.106,24.905
Station2,AlcianBlue,Light,2022.02,25,154,2973.855,19.311,7.919,23.425
Station2,AlcianBlue,Light,2022.02,26,135,2909.287,21.55,7.747,24.428
Station2,AlcianBlue,Light,2022.02,27,2,250.208,125.104,0.666,42.844
Station2,AlcianBlue,Light,2022.02,28,136,2773.855,20.396,7.387,23.908
Station2,AlcianBlue,Light,2022.02,29,124,2769.303,22.333,7.374,25.79
Station2,AlcianBlue,Light,2022.02,3,104,2226.873,21.412,5.93,22.71
Station2,AlcianBlue,Light,2022.02,30,128,2636.056,20.594,7.02,25.365
Station2,AlcianBlue,Light,2022.02,31,117,2816.077,24.069,7.499,26.979
Station2,AlcianBlue,Light,2022.02,32,67,1436.394,21.439,3.825,25.721
Station2,AlcianBlue,Light,2022.02,4,119,2676.327,22.49,7.127,24.201
Station2,AlcianBlue,Light,2022.02,5,140,2746.072,19.615,7.313,23.666
Station2,AlcianBlue,Light,2022.02,6,139,2944.095,21.181,7.84,24.242
Station2,AlcianBlue,Light,2022.02,7,2,45.552,22.776,0.121,18.782
Station2,AlcianBlue,Light,2022.02,8,100,2326.873,23.269,6.196,25.75
Station2,AlcianBlue,Light,2022.02,9,139,3073.153,22.109,8.184,23.343
Station3,AlcianBlue,Heavy,2022.02,1,53,1761.629,33.238,4.691,35.409
Station3,AlcianBlue,Heavy,2022.02,10,69,1687.071,24.45,4.493,29.227
Station3,AlcianBlue,Heavy,2022.02,11,64,1115.635,17.432,2.971,24.535
Station3,AlcianBlue,Heavy,2022.02,12,67,1585.51,23.664,4.222,26.39
Station3,AlcianBlue,Heavy,2022.02,13,65,1378.07,21.201,3.67,25.332
Station3,AlcianBlue,Heavy,2022.02,14,54,1464.048,27.112,3.899,27.073
Station3,AlcianBlue,Heavy,2022.02,15,72,1473.517,20.466,3.924,31.055
Station3,AlcianBlue,Heavy,2022.02,16,44,979.136,22.253,2.607,27.683
Station3,AlcianBlue,Heavy,2022.02,17,62,1493.548,24.089,3.977,25.631
Station3,AlcianBlue,Heavy,2022.02,18,66,1704.318,25.823,4.538,28.071
Station3,AlcianBlue,Heavy,2022.02,19,40,647.711,16.193,1.725,33.964
Station3,AlcianBlue,Heavy,2022.02,2,51,878.018,17.216,2.338,25.429
Station3,AlcianBlue,Heavy,2022.02,20,2,87.825,43.913,0.234,25.212
Station3,AlcianBlue,Heavy,2022.02,21,59,1802.367,30.549,4.8,30.309
Station3,AlcianBlue,Heavy,2022.02,22,47,1149.636,24.46,3.061,26.219
Station3,AlcianBlue,Heavy,2022.02,23,3,57.648,19.216,0.154,17.49
Station3,AlcianBlue,Heavy,2022.02,24,6,127.237,21.206,0.339,22.752
Station3,AlcianBlue,Heavy,2022.02,25,40,797.242,19.931,2.123,26.035
Station3,AlcianBlue,Heavy,2022.02,26,40,856.582,21.415,2.281,25.609
Station3,AlcianBlue,Heavy,2022.02,27,48,1074.011,22.375,2.86,28.53
Station3,AlcianBlue,Heavy,2022.02,28,57,1234.027,21.65,3.286,34.779
Station3,AlcianBlue,Heavy,2022.02,29,3,55.515,18.505,0.148,15.421
Station3,AlcianBlue,Heavy,2022.02,3,28,506.738,18.098,1.349,19.151
Station3,AlcianBlue,Heavy,2022.02,30,76,1255.463,16.519,3.343,31.622
Station3,AlcianBlue,Heavy,2022.02,31,45,843.262,18.739,2.246,32.779
Station3,AlcianBlue,Heavy,2022.02,32,38,975.39,25.668,2.597,39.333
Station3,AlcianBlue,Heavy,2022.02,33,27,464.776,17.214,1.238,24.503
Station3,AlcianBlue,Heavy,2022.02,4,63,1225.312,19.449,3.263,24.619
Station3,AlcianBlue,Heavy,2022.02,5,60,1577.94,26.299,4.202,30.872
Station3,AlcianBlue,Heavy,2022.02,6,77,1775.832,23.063,4.729,35.265
Station3,AlcianBlue,Heavy,2022.02,7,38,955.905,25.155,2.546,28.726
Station3,AlcianBlue,Heavy,2022.02,8,73,2014.984,27.603,5.366,29.702
Station3,AlcianBlue,Heavy,2022.02,9,58,1270.343,21.902,3.383,22.119
Station3,AlcianBlue,Light,2022.02,1,64,1794.615,28.041,4.779,27.435
Station3,AlcianBlue,Light,2022.02,10,42,1078.824,25.686,2.873,32.858
Station3,AlcianBlue,Light,2022.02,11,39,768.158,19.696,2.046,24.607
Station3,AlcianBlue,Light,2022.02,12,34,448.985,13.205,1.196,23.174
Station3,AlcianBlue,Light,2022.02,13,23,751.353,32.668,2.001,30.428
Station3,AlcianBlue,Light,2022.02,14,81,1997.086,24.655,5.318,26.905
Station3,AlcianBlue,Light,2022.02,15,52,2114.152,40.657,5.63,31.616
Station3,AlcianBlue,Light,2022.02,16,1,34.209,34.209,0.091,22.923
Station3,AlcianBlue,Light,2022.02,17,53,1020.786,19.26,2.718,28.3
Station3,AlcianBlue,Light,2022.02,18,63,1714.412,27.213,4.565,26.786
Station3,AlcianBlue,Light,2022.02,19,65,2102.94,32.353,5.6,29.834
Station3,AlcianBlue,Light,2022.02,2,46,624.74,13.581,1.664,30.32
Station3,AlcianBlue,Light,2022.02,20,61,2304.943,37.786,6.138,35.413
Station3,AlcianBlue,Light,2022.02,21,38,683.637,17.99,1.82,22.668
Station3,AlcianBlue,Light,2022.02,22,75,2035.146,27.135,5.419,29.267
Station3,AlcianBlue,Light,2022.02,23,77,2043.392,26.538,5.441,26.166
Station3,AlcianBlue,Light,2022.02,24,69,1745.734,25.3,4.649,26.811
Station3,AlcianBlue,Light,2022.02,25,45,931.894,20.709,2.482,24.313
Station3,AlcianBlue,Light,2022.02,26,35,371.462,10.613,0.989,23.345
Station3,AlcianBlue,Light,2022.02,27,31,280.619,9.052,0.747,20.657
Station3,AlcianBlue,Light,2022.02,28,83,1300.312,15.666,3.463,21.438
Station3,AlcianBlue,Light,2022.02,29,69,1318.548,19.109,3.511,26.185
Station3,AlcianBlue,Light,2022.02,3,51,660.224,12.946,1.758,28.918
Station3,AlcianBlue,Light,2022.02,30,63,741.025,11.762,1.973,24.785
Station3,AlcianBlue,Light,2022.02,31,46,544.745,11.842,1.451,24.981
Station3,AlcianBlue,Light,2022.02,32,33,357.726,10.84,0.953,23.327
Station3,AlcianBlue,Light,2022.02,33,1,15.557,15.557,0.041,14.852
Station3,AlcianBlue,Light,2022.02,34,4,48.569,12.142,0.129,16.225
Station3,AlcianBlue,Light,2022.02,4,55,1110.874,20.198,2.958,26.926
Station3,AlcianBlue,Light,2022.02,5,37,862.851,23.32,2.298,27.872
Station3,AlcianBlue,Light,2022.02,6,5,71.618,14.324,0.191,15.156
Station3,AlcianBlue,Light,2022.02,7,1,11.811,11.811,0.031,15.23
Station3,AlcianBlue,Light,2022.02,8,59,1429.24,24.224,3.806,27.491
Station3,AlcianBlue,Light,2022.02,9,50,1311.915,26.238,3.494,29.447
Station4,AlcianBlue,Heavy,2022.02,1,19,388.658,20.456,1.035,20.749
Station4,AlcianBlue,Heavy,2022.02,10,40,750.78,18.77,1.999,23.266
Station4,AlcianBlue,Heavy,2022.02,11,30,503.928,16.798,1.342,20.526
Station4,AlcianBlue,Heavy,2022.02,12,26,449.766,17.299,1.198,25.379
Station4,AlcianBlue,Heavy,2022.02,13,6,146.046,24.341,0.389,23.048
Station4,AlcianBlue,Heavy,2022.02,14,25,660.172,26.407,1.758,33.407
Station4,AlcianBlue,Heavy,2022.02,15,37,707.726,19.128,1.885,23.687
Station4,AlcianBlue,Heavy,2022.02,16,35,651.483,18.614,1.735,24.125
Station4,AlcianBlue,Heavy,2022.02,17,3,119.173,39.724,0.317,24.26
Station4,AlcianBlue,Heavy,2022.02,18,30,620.76,20.692,1.653,28.901
Station4,AlcianBlue,Heavy,2022.02,19,25,492.898,19.716,1.313,23.542
Station4,AlcianBlue,Heavy,2022.02,2,48,511.602,10.658,1.362,26.185
Station4,AlcianBlue,Heavy,2022.02,20,13,375.468,28.882,1,34.546
Station4,AlcianBlue,Heavy,2022.02,21,12,214.516,17.876,0.571,18.899
Station4,AlcianBlue,Heavy,2022.02,22,7,149.089,21.298,0.397,23.344
Station4,AlcianBlue,Heavy,2022.02,23,16,358.663,22.416,0.955,21.896
Station4,AlcianBlue,Heavy,2022.02,24,44,847.607,19.264,2.257,22.596
Station4,AlcianBlue,Heavy,2022.02,25,47,594.329,12.645,1.583,23.064
Station4,AlcianBlue,Heavy,2022.02,26,11,181.79,16.526,0.484,19.422
Station4,AlcianBlue,Heavy,2022.02,27,23,414.854,18.037,1.105,23.659
Station4,AlcianBlue,Heavy,2022.02,28,20,358.741,17.937,0.955,23.43
Station4,AlcianBlue,Heavy,2022.02,29,25,485.978,19.439,1.294,21.742
Station4,AlcianBlue,Heavy,2022.02,3,30,403.356,13.445,1.074,35.978
Station4,AlcianBlue,Heavy,2022.02,30,52,765.895,14.729,2.04,30.831
Station4,AlcianBlue,Heavy,2022.02,31,47,846.072,18.002,2.253,31.596
Station4,AlcianBlue,Heavy,2022.02,32,21,1205.775,57.418,3.211,67.628
Station4,AlcianBlue,Heavy,2022.02,33,53,1039.048,19.605,2.767,29.026
Station4,AlcianBlue,Heavy,2022.02,34,39,626.821,16.072,1.669,24.487
Station4,AlcianBlue,Heavy,2022.02,4,33,698.751,21.174,1.861,32.163
Station4,AlcianBlue,Heavy,2022.02,5,48,908.637,18.93,2.42,28.632
Station4,AlcianBlue,Heavy,2022.02,6,50,963.554,19.271,2.566,27.72
Station4,AlcianBlue,Heavy,2022.02,7,40,634.547,15.864,1.69,33.925
Station4,AlcianBlue,Heavy,2022.02,8,37,780.489,21.094,2.078,28.38
Station4,AlcianBlue,Heavy,2022.02,9,31,736.16,23.747,1.96,29.998
Station4,AlcianBlue,Light,2022.02,1,54,2008.715,37.198,5.349,34.904
Station4,AlcianBlue,Light,2022.02,10,2,24.948,12.474,0.066,13.676
Station4,AlcianBlue,Light,2022.02,11,1,16.285,16.285,0.043,19.896
Station4,AlcianBlue,Light,2022.02,12,65,1214.88,18.69,3.235,23.095
Station4,AlcianBlue,Light,2022.02,13,55,2296.774,41.76,6.116,40.155
Station4,AlcianBlue,Light,2022.02,14,50,1310.978,26.22,3.491,33.022
Station4,AlcianBlue,Light,2022.02,15,38,919.069,24.186,2.447,38.13
Station4,AlcianBlue,Light,2022.02,16,38,988.319,26.008,2.632,29.214
Station4,AlcianBlue,Light,2022.02,17,53,1344.121,25.361,3.579,27.431
Station4,AlcianBlue,Light,2022.02,18,46,2494.225,54.222,6.642,42.707
Station4,AlcianBlue,Light,2022.02,19,53,1526.171,28.796,4.064,35.303
Station4,AlcianBlue,Light,2022.02,2,52,791.883,15.229,2.109,35.204
Station4,AlcianBlue,Light,2022.02,20,47,900.963,19.169,2.399,34.336
Station4,AlcianBlue,Light,2022.02,21,24,588.424,24.518,1.567,27.923
Station4,AlcianBlue,Light,2022.02,22,73,1624.454,22.253,4.326,25.342
Station4,AlcianBlue,Light,2022.02,23,67,1452.341,21.677,3.867,27.14
Station4,AlcianBlue,Light,2022.02,24,56,1230.099,21.966,3.276,30.436
Station4,AlcianBlue,Light,2022.02,25,2,18.392,9.196,0.049,14.966
Station4,AlcianBlue,Light,2022.02,26,52,1107.648,21.301,2.95,26.822
Station4,AlcianBlue,Light,2022.02,27,59,1464.698,24.825,3.9,27.881
Station4,AlcianBlue,Light,2022.02,28,56,1586.42,28.329,4.225,30.657
Station4,AlcianBlue,Light,2022.02,29,40,1611.863,40.297,4.292,40.416
Station4,AlcianBlue,Light,2022.02,3,48,566.129,11.794,1.508,27.887
Station4,AlcianBlue,Light,2022.02,30,56,1025.546,18.313,2.731,30.43
Station4,AlcianBlue,Light,2022.02,31,35,870.031,24.858,2.317,29.277
Station4,AlcianBlue,Light,2022.02,32,52,1190.843,22.901,3.171,31.197
Station4,AlcianBlue,Light,2022.02,33,50,1383.611,27.672,3.684,33.179
Station4,AlcianBlue,Light,2022.02,4,53,924.35,17.441,2.461,33.989
Station4,AlcianBlue,Light,2022.02,5,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.02,6,30,873.491,29.116,2.326,44.235
Station4,AlcianBlue,Light,2022.02,7,37,740.01,20,1.971,33.353
Station4,AlcianBlue,Light,2022.02,8,54,1339.152,24.799,3.566,27.841
Station4,AlcianBlue,Light,2022.02,9,70,1424.948,20.356,3.795,27.219
Station5,AlcianBlue,Heavy,2022.02,1,49,607.882,12.406,1.619,25.453
Station5,AlcianBlue,Heavy,2022.02,10,4,70.031,17.508,0.186,16.514
Station5,AlcianBlue,Heavy,2022.02,11,2,78.382,39.191,0.209,29.888
Station5,AlcianBlue,Heavy,2022.02,12,3,95.317,31.772,0.254,22.823
Station5,AlcianBlue,Heavy,2022.02,13,4,40.114,10.029,0.107,12.311
Station5,AlcianBlue,Heavy,2022.02,14,3,25.52,8.507,0.068,13.554
Station5,AlcianBlue,Heavy,2022.02,15,24,410.874,17.12,1.094,30.148
Station5,AlcianBlue,Heavy,2022.02,16,1,19.199,19.199,0.051,19.903
Station5,AlcianBlue,Heavy,2022.02,17,6,60.822,10.137,0.162,12.719
Station5,AlcianBlue,Heavy,2022.02,18,33,431.608,13.079,1.149,24.942
Station5,AlcianBlue,Heavy,2022.02,19,44,570.864,12.974,1.52,22.398
Station5,AlcianBlue,Heavy,2022.02,2,40,518.913,12.973,1.382,27.335
Station5,AlcianBlue,Heavy,2022.02,20,1,26.275,26.275,0.07,20.91
Station5,AlcianBlue,Heavy,2022.02,21,2,17.716,8.858,0.047,12.343
Station5,AlcianBlue,Heavy,2022.02,22,22,314.178,14.281,0.837,22.546
Station5,AlcianBlue,Heavy,2022.02,23,2,52.367,26.184,0.139,30.644
Station5,AlcianBlue,Heavy,2022.02,24,1,13.762,13.762,0.037,15.269
Station5,AlcianBlue,Heavy,2022.02,25,3,40.635,13.545,0.108,15.073
Station5,AlcianBlue,Heavy,2022.02,26,37,626.691,16.938,1.669,32.726
Station5,AlcianBlue,Heavy,2022.02,27,43,1317.118,30.631,3.507,46.887
Station5,AlcianBlue,Heavy,2022.02,28,26,478.122,18.389,1.273,22.452
Station5,AlcianBlue,Heavy,2022.02,29,5,90.583,18.117,0.241,19.432
Station5,AlcianBlue,Heavy,2022.02,3,45,667.716,14.838,1.778,32.777
Station5,AlcianBlue,Heavy,2022.02,30,33,402.549,12.198,1.072,26.956
Station5,AlcianBlue,Heavy,2022.02,31,34,374.272,11.008,0.997,25.122
Station5,AlcianBlue,Heavy,2022.02,32,2,34.391,17.196,0.092,16.465
Station5,AlcianBlue,Heavy,2022.02,33,4,51.899,12.975,0.138,15.149
Station5,AlcianBlue,Heavy,2022.02,34,1,21.046,21.046,0.056,17.817
Station5,AlcianBlue,Heavy,2022.02,4,1,26.665,26.665,0.071,23.529
Station5,AlcianBlue,Heavy,2022.02,5,3,51.717,17.239,0.138,17.278
Station5,AlcianBlue,Heavy,2022.02,6,1,1288.267,1288.267,3.431,406.085
Station5,AlcianBlue,Heavy,2022.02,7,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.02,8,33,434.391,13.163,1.157,26.897
Station5,AlcianBlue,Heavy,2022.02,9,2,28.98,14.49,0.077,18.262
Station5,AlcianBlue,Light,2022.02,1,28,478.746,17.098,1.275,33.677
Station5,AlcianBlue,Light,2022.02,10,1,55.411,55.411,0.148,29.642
Station5,AlcianBlue,Light,2022.02,11,52,817.664,15.724,2.177,24.757
Station5,AlcianBlue,Light,2022.02,12,47,564.256,12.005,1.503,26.668
Station5,AlcianBlue,Light,2022.02,13,2,18.783,9.391,0.05,12.98
Station5,AlcianBlue,Light,2022.02,14,17,396.202,23.306,1.055,28.808
Station5,AlcianBlue,Light,2022.02,15,62,1661.629,26.8,4.425,30.755
Station5,AlcianBlue,Light,2022.02,16,42,426.145,10.146,1.135,25.275
Station5,AlcianBlue,Light,2022.02,17,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.02,18,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.02,19,49,1136.238,23.189,3.026,29.072
Station5,AlcianBlue,Light,2022.02,2,46,782.856,17.019,2.085,36.439
Station5,AlcianBlue,Light,2022.02,20,57,1819.199,31.916,4.844,30.597
Station5,AlcianBlue,Light,2022.02,21,1,45.578,45.578,0.121,27.596
Station5,AlcianBlue,Light,2022.02,22,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.02,23,63,1381.087,21.922,3.678,26.242
Station5,AlcianBlue,Light,2022.02,24,52,1455.827,27.997,3.877,28.224
Station5,AlcianBlue,Light,2022.02,25,53,1542.82,29.11,4.108,29.739
Station5,AlcianBlue,Light,2022.02,26,33,481.92,14.604,1.283,27.144
Station5,AlcianBlue,Light,2022.02,27,37,640.114,17.3,1.705,34.326
Station5,AlcianBlue,Light,2022.02,28,68,1874.532,27.567,4.992,27.554
Station5,AlcianBlue,Light,2022.02,29,54,1183.429,21.915,3.151,26.083
Station5,AlcianBlue,Light,2022.02,3,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.02,30,18,1205.307,66.961,3.21,66.153
Station5,AlcianBlue,Light,2022.02,31,5,74.818,14.964,0.199,13.932
Station5,AlcianBlue,Light,2022.02,32,3,32.388,10.796,0.086,15.308
Station5,AlcianBlue,Light,2022.02,33,58,1416.857,24.429,3.773,26.54
Station5,AlcianBlue,Light,2022.02,34,55,1445.421,26.28,3.849,30.132
Station5,AlcianBlue,Light,2022.02,4,1,5.853,5.853,0.016,8.984
Station5,AlcianBlue,Light,2022.02,5,42,440.297,10.483,1.172,24.56
Station5,AlcianBlue,Light,2022.02,6,25,338.007,13.52,0.9,26.006
Station5,AlcianBlue,Light,2022.02,7,20,198.907,9.945,0.53,22.749
Station5,AlcianBlue,Light,2022.02,8,30,316.337,10.545,0.842,28.413
Station5,AlcianBlue,Light,2022.02,9,31,508.923,16.417,1.355,30.55
Station6,AlcianBlue,Heavy,2022.02,1,66,1931.894,29.271,5.145,25.739
Station6,AlcianBlue,Heavy,2022.02,10,59,1372.399,23.261,3.655,24.181
Station6,AlcianBlue,Heavy,2022.02,11,41,1705.255,41.592,4.541,33.302
Station6,AlcianBlue,Heavy,2022.02,12,55,1076.743,19.577,2.867,25.665
Station6,AlcianBlue,Heavy,2022.02,13,70,1859.339,26.562,4.951,27.329
Station6,AlcianBlue,Heavy,2022.02,14,65,2040.609,31.394,5.434,28.441
Station6,AlcianBlue,Heavy,2022.02,15,60,2165.453,36.091,5.766,29.355
Station6,AlcianBlue,Heavy,2022.02,16,3,39.204,13.068,0.104,15.712
Station6,AlcianBlue,Heavy,2022.02,17,40,682.466,17.062,1.817,22.786
Station6,AlcianBlue,Heavy,2022.02,18,60,1847.789,30.796,4.921,31.278
Station6,AlcianBlue,Heavy,2022.02,19,58,1741.025,30.018,4.636,27.793
Station6,AlcianBlue,Heavy,2022.02,2,2,28.33,14.165,0.075,20.843
Station6,AlcianBlue,Heavy,2022.02,20,69,1826.743,26.475,4.864,27.418
Station6,AlcianBlue,Heavy,2022.02,21,1,22.503,22.503,0.06,17.873
Station6,AlcianBlue,Heavy,2022.02,22,43,1150.676,26.76,3.064,29.942
Station6,AlcianBlue,Heavy,2022.02,23,65,1903.382,29.283,5.069,29.294
Station6,AlcianBlue,Heavy,2022.02,24,67,2000.468,29.858,5.327,28.882
Station6,AlcianBlue,Heavy,2022.02,25,66,1864.802,28.255,4.966,27.534
Station6,AlcianBlue,Heavy,2022.02,26,2,65.505,32.752,0.174,22.743
Station6,AlcianBlue,Heavy,2022.02,27,43,796.488,18.523,2.121,24.657
Station6,AlcianBlue,Heavy,2022.02,28,52,1492.3,28.698,3.974,27.811
Station6,AlcianBlue,Heavy,2022.02,29,79,2133.325,27.004,5.681,27.548
Station6,AlcianBlue,Heavy,2022.02,3,60,1570.317,26.172,4.182,28.445
Station6,AlcianBlue,Heavy,2022.02,30,3,117.95,39.317,0.314,31.538
Station6,AlcianBlue,Heavy,2022.02,31,69,1411.42,20.455,3.759,28.065
Station6,AlcianBlue,Heavy,2022.02,32,54,1383.429,25.619,3.684,30.753
Station6,AlcianBlue,Heavy,2022.02,33,53,1177.862,22.224,3.137,26.005
Station6,AlcianBlue,Heavy,2022.02,4,59,1514.594,25.671,4.033,26.211
Station6,AlcianBlue,Heavy,2022.02,5,51,1440.973,28.254,3.837,25.691
Station6,AlcianBlue,Heavy,2022.02,6,70,2550.078,36.43,6.791,31.462
Station6,AlcianBlue,Heavy,2022.02,7,56,1007.544,17.992,2.683,26.587
Station6,AlcianBlue,Heavy,2022.02,8,81,2724.714,33.638,7.256,30.777
Station6,AlcianBlue,Heavy,2022.02,9,57,1495.656,26.24,3.983,25.571
Station6,AlcianBlue,Light,2022.02,1,60,1633.351,27.223,4.35,29.952
Station6,AlcianBlue,Light,2022.02,10,72,1851.639,25.717,4.931,28.895
Station6,AlcianBlue,Light,2022.02,11,72,1462.903,20.318,3.896,26.201
Station6,AlcianBlue,Light,2022.02,12,81,1746.072,21.556,4.65,23.922
Station6,AlcianBlue,Light,2022.02,13,53,1407.856,26.563,3.749,28.086
Station6,AlcianBlue,Light,2022.02,14,71,1698.335,23.92,4.523,26.462
Station6,AlcianBlue,Light,2022.02,15,73,2425.364,33.224,6.459,35.612
Station6,AlcianBlue,Light,2022.02,16,69,1689.334,24.483,4.499,27.47
Station6,AlcianBlue,Light,2022.02,17,55,1390.271,25.278,3.702,25.315
Station6,AlcianBlue,Light,2022.02,18,37,929.579,25.124,2.475,27.206
Station6,AlcianBlue,Light,2022.02,19,73,1809.443,24.787,4.818,27.122
Station6,AlcianBlue,Light,2022.02,2,58,1491.961,25.723,3.973,32.869
Station6,AlcianBlue,Light,2022.02,20,4,55.073,13.768,0.147,16.821
Station6,AlcianBlue,Light,2022.02,21,65,1933.637,29.748,5.149,31.368
Station6,AlcianBlue,Light,2022.02,22,59,1488.71,25.232,3.964,29.079
Station6,AlcianBlue,Light,2022.02,23,62,1753.2,28.277,4.669,29.226
Station6,AlcianBlue,Light,2022.02,24,60,1259.183,20.986,3.353,28.419
Station6,AlcianBlue,Light,2022.02,25,3,96.436,32.145,0.257,22.449
Station6,AlcianBlue,Light,2022.02,26,75,1981.764,26.424,5.277,29.16
Station6,AlcianBlue,Light,2022.02,27,56,1550.65,27.69,4.129,30.317
Station6,AlcianBlue,Light,2022.02,28,48,1548.933,32.269,4.125,34.903
Station6,AlcianBlue,Light,2022.02,29,3,29.553,9.851,0.079,13.604
Station6,AlcianBlue,Light,2022.02,3,60,1740.947,29.016,4.636,31.751
Station6,AlcianBlue,Light,2022.02,30,5,212.877,42.575,0.567,33.007
Station6,AlcianBlue,Light,2022.02,31,27,709.521,26.279,1.889,41.874
Station6,AlcianBlue,Light,2022.02,32,29,668.002,23.035,1.779,35.365
Station6,AlcianBlue,Light,2022.02,33,52,1194.199,22.965,3.18,29.449
Station6,AlcianBlue,Light,2022.02,34,4,44.927,11.232,0.12,13.004
Station6,AlcianBlue,Light,2022.02,4,70,1741.805,24.883,4.638,28.362
Station6,AlcianBlue,Light,2022.02,5,57,1379.37,24.199,3.673,27.371
Station6,AlcianBlue,Light,2022.02,6,62,1121.176,18.083,2.986,24.496
Station6,AlcianBlue,Light,2022.02,7,62,1790.687,28.882,4.768,31.339
Station6,AlcianBlue,Light,2022.02,8,60,1583.793,26.397,4.218,31.185
Station6,AlcianBlue,Light,2022.02,9,51,1346.722,26.406,3.586,28.688
Station2,AlcianBlue,Heavy,2021.11,1,70,1045.682,14.938,2.785,23.946
Station2,AlcianBlue,Heavy,2021.11,10,15,1437.357,95.824,3.828,51.668
Station2,AlcianBlue,Heavy,2021.11,11,75,1135.016,15.134,3.022,27.328
Station2,AlcianBlue,Heavy,2021.11,12,45,815.531,18.123,2.172,29.415
Station2,AlcianBlue,Heavy,2021.11,13,66,915.401,13.87,2.438,25.333
Station2,AlcianBlue,Heavy,2021.11,14,38,824.194,21.689,2.195,29.82
Station2,AlcianBlue,Heavy,2021.11,15,60,1611.498,26.858,4.291,32.33
Station2,AlcianBlue,Heavy,2021.11,16,44,1299.011,29.523,3.459,48.712
Station2,AlcianBlue,Heavy,2021.11,17,39,870.525,22.321,2.318,30.6
Station2,AlcianBlue,Heavy,2021.11,18,61,1028.252,16.857,2.738,29.439
Station2,AlcianBlue,Heavy,2021.11,19,39,1029.969,26.409,2.743,38.397
Station2,AlcianBlue,Heavy,2021.11,2,2,3085.978,1542.989,8.218,356.109
Station2,AlcianBlue,Heavy,2021.11,20,3,1077.471,359.157,2.869,131.295
Station2,AlcianBlue,Heavy,2021.11,21,57,838.163,14.705,2.232,24.97
Station2,AlcianBlue,Heavy,2021.11,22,56,801.977,14.321,2.136,23.311
Station2,AlcianBlue,Heavy,2021.11,23,37,3534.417,95.525,9.412,51.415
Station2,AlcianBlue,Heavy,2021.11,24,79,1226.795,15.529,3.267,27.077
Station2,AlcianBlue,Heavy,2021.11,25,67,974.194,14.54,2.594,23.352
Station2,AlcianBlue,Heavy,2021.11,26,73,1098.231,15.044,2.925,24.954
Station2,AlcianBlue,Heavy,2021.11,27,73,1140.271,15.62,3.036,21.328
Station2,AlcianBlue,Heavy,2021.11,28,5,381.842,76.368,1.017,48.738
Station2,AlcianBlue,Heavy,2021.11,29,26,3356.399,129.092,8.938,53.043
Station2,AlcianBlue,Heavy,2021.11,3,40,4094.407,102.36,10.903,65.205
Station2,AlcianBlue,Heavy,2021.11,30,37,614.074,16.597,1.635,23.656
Station2,AlcianBlue,Heavy,2021.11,31,26,630.853,24.264,1.68,31.374
Station2,AlcianBlue,Heavy,2021.11,32,56,1531.217,27.343,4.078,32.885
Station2,AlcianBlue,Heavy,2021.11,33,27,676.847,25.068,1.802,32.002
Station2,AlcianBlue,Heavy,2021.11,34,22,561.368,25.517,1.495,27.69
Station2,AlcianBlue,Heavy,2021.11,35,45,982.882,21.842,2.617,32.86
Station2,AlcianBlue,Heavy,2021.11,36,78,2033.143,26.066,5.414,36.197
Station2,AlcianBlue,Heavy,2021.11,37,37,728.642,19.693,1.94,25.452
Station2,AlcianBlue,Heavy,2021.11,38,21,396.306,18.872,1.055,20.43
Station2,AlcianBlue,Heavy,2021.11,39,57,1036.472,18.184,2.76,25.25
Station2,AlcianBlue,Heavy,2021.11,4,23,3642.508,158.37,9.7,76.594
