Station,CorrectionFor,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Perim
Station2,AlcianBlue,Light,2021.11,22,4,80.879,20.22,0.215,24.377
Station2,CBBG,Light,2021.11,23,1,9.469,9.469,0.025,13.673
Station2,AlcianBlue,Light,2021.11,23,6,54.396,9.066,0.145,18.816
Station2,CBBG,Light,2021.11,24,1,5.307,5.307,0.014,20.532
Station2,AlcianBlue,Light,2021.11,24,4,23.621,5.905,0.063,14.321
Station2,CBBG,Light,2021.11,25,1,5.281,5.281,0.014,9.779
Station2,AlcianBlue,Light,2021.11,25,2,18.366,9.183,0.049,19.135
Station2,CBBG,Light,2021.11,26,2,17.43,8.715,0.046,19.714
Station2,AlcianBlue,Light,2021.11,26,7,59.183,8.455,0.158,20.697
Station2,CBBG,Light,2021.11,27,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,27,0,0,NaN,0,NaN
Station2,CBBG,Light,2021.11,28,1,5.047,5.047,0.013,14.53
Station2,AlcianBlue,Light,2021.11,28,2,12.253,6.126,0.033,14.955
Station2,CBBG,Light,2021.11,29,2,22.086,11.043,0.059,20.064
Station2,AlcianBlue,Light,2021.11,29,2,29.657,14.828,0.079,19.332
Station2,CBBG,Light,2021.11,3,5,33.507,6.701,0.089,21.447
Station2,AlcianBlue,Light,2021.11,3,7,52.471,7.496,0.14,21.485
Station2,CBBG,Light,2021.11,30,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,30,3,18.444,6.148,0.049,16.247
Station2,CBBG,Light,2021.11,31,3,23.803,7.934,0.063,17.48
Station2,AlcianBlue,Light,2021.11,31,7,96.176,13.739,0.256,27.028
Station2,CBBG,Light,2021.11,32,1,7.388,7.388,0.02,14.585
Station2,AlcianBlue,Light,2021.11,32,4,33.221,8.305,0.088,13.708
Station2,CBBG,Light,2021.11,33,2,21.124,10.562,0.056,19.191
Station2,AlcianBlue,Light,2021.11,33,2,39.594,19.797,0.105,24.245
Station2,CBBG,Light,2021.11,34,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,34,2,11.863,5.931,0.032,16.087
Station2,CBBG,Light,2021.11,35,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,35,0,0,NaN,0,NaN
Station2,CBBG,Light,2021.11,36,1,5.281,5.281,0.014,19.769
Station2,AlcianBlue,Light,2021.11,36,3,16.675,5.558,0.044,16.15
Station2,CBBG,Light,2021.11,37,3,15.401,5.134,0.041,18.221
Station2,AlcianBlue,Light,2021.11,37,2,13.736,6.868,0.037,17.058
Station2,CBBG,Light,2021.11,38,1,8.169,8.169,0.022,14.852
Station2,AlcianBlue,Light,2021.11,38,5,76.483,15.297,0.204,27.913
Station2,CBBG,Light,2021.11,39,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,39,2,22.555,11.277,0.06,31.104
Station2,CBBG,Light,2021.11,4,9,68.991,7.666,0.184,23.287
Station2,AlcianBlue,Light,2021.11,4,16,158.012,9.876,0.421,26.521
Station2,CBBG,Light,2021.11,40,1,7.31,7.31,0.019,25.432
Station2,AlcianBlue,Light,2021.11,40,6,58.403,9.734,0.156,23.903
Station2,CBBG,Light,2021.11,41,3,21.982,7.327,0.059,17.005
Station2,AlcianBlue,Light,2021.11,41,3,25.026,8.342,0.067,14.252
Station2,CBBG,Light,2021.11,42,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,42,3,18.47,6.157,0.049,18.987
Station2,CBBG,Light,2021.11,43,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,43,14,94.121,6.723,0.251,19.976
Station2,CBBG,Light,2021.11,44,1,5.385,5.385,0.014,18.935
Station2,AlcianBlue,Light,2021.11,44,2,11.186,5.593,0.03,19.108
Station2,CBBG,Light,2021.11,45,1,5.151,5.151,0.014,16.771
Station2,AlcianBlue,Light,2021.11,45,3,34.001,11.334,0.091,20.222
Station2,CBBG,Light,2021.11,46,2,19.459,9.729,0.052,24.901
Station2,AlcianBlue,Light,2021.11,46,4,89.022,22.255,0.237,31.629
Station2,CBBG,Light,2021.11,47,4,38.996,9.749,0.104,24.622
Station2,AlcianBlue,Light,2021.11,47,5,90.817,18.163,0.242,28.376
Station2,CBBG,Light,2021.11,48,4,26.119,6.53,0.07,17.56
Station2,AlcianBlue,Light,2021.11,48,6,43.47,7.245,0.116,15.736
Station2,CBBG,Light,2021.11,49,5,44.563,8.913,0.119,20.613
Station2,AlcianBlue,Light,2021.11,49,9,97.477,10.831,0.26,20.386
Station2,CBBG,Light,2021.11,5,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,5,0,0,NaN,0,NaN
Station2,CBBG,Light,2021.11,50,1,5.593,5.593,0.015,12.477
Station2,AlcianBlue,Light,2021.11,50,3,18.444,6.148,0.049,15.434
Station2,CBBG,Light,2021.11,6,0,0,NaN,0,NaN
Station2,AlcianBlue,Light,2021.11,6,0,0,NaN,0,NaN
Station2,CBBG,Light,2021.11,7,1,5.307,5.307,0.014,18.746
Station2,AlcianBlue,Light,2021.11,7,1,7.076,7.076,0.019,22.396
Station2,CBBG,Light,2021.11,8,6,37.123,6.187,0.099,19.336
Station2,AlcianBlue,Light,2021.11,8,8,59.964,7.495,0.16,22.189
Station2,CBBG,Light,2021.11,9,4,60.042,15.01,0.16,23.366
Station2,AlcianBlue,Light,2021.11,9,7,117.924,16.846,0.314,21.294
Station4,CBBG,Heavy,2021.11,1,1,8.455,8.455,0.023,16.237
Station4,AlcianBlue,Heavy,2021.11,1,1,15.557,15.557,0.041,18.345
Station4,CBBG,Heavy,2021.11,10,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,10,1,6.322,6.322,0.017,10.368
Station4,CBBG,Heavy,2021.11,11,1,5.047,5.047,0.013,8.583
Station4,AlcianBlue,Heavy,2021.11,11,1,6.139,6.139,0.016,9.495
Station4,CBBG,Heavy,2021.11,12,1,7.96,7.96,0.021,12.288
Station4,AlcianBlue,Heavy,2021.11,12,1,10.588,10.588,0.028,13.562
Station4,CBBG,Heavy,2021.11,13,1,10.926,10.926,0.029,14.396
Station4,AlcianBlue,Heavy,2021.11,13,1,14.464,14.464,0.039,15.97
Station4,CBBG,Heavy,2021.11,14,1,15.713,15.713,0.042,16.315
Station4,AlcianBlue,Heavy,2021.11,14,2,26.015,13.007,0.069,13.893
Station4,CBBG,Heavy,2021.11,15,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,15,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,16,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,16,1,5.593,5.593,0.015,9.762
Station4,CBBG,Heavy,2021.11,17,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,17,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,18,1,5.229,5.229,0.014,10.14
Station4,AlcianBlue,Heavy,2021.11,18,1,6.582,6.582,0.018,10.958
Station4,CBBG,Heavy,2021.11,19,2,22.347,11.173,0.06,16.512
Station4,AlcianBlue,Heavy,2021.11,19,2,31.79,15.895,0.085,17.035
Station4,CBBG,Heavy,2021.11,2,50,892.742,17.855,2.377,39.348
Station4,AlcianBlue,Heavy,2021.11,2,54,1259.157,23.318,3.353,46.568
Station4,CBBG,Heavy,2021.11,20,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,20,1,5.619,5.619,0.015,9.078
Station4,CBBG,Heavy,2021.11,21,61,1274.922,20.9,3.395,46.928
Station4,AlcianBlue,Heavy,2021.11,21,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,22,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,22,1,7.622,7.622,0.02,11.509
Station4,CBBG,Heavy,2021.11,23,1,20.552,20.552,0.055,18.534
Station4,AlcianBlue,Heavy,2021.11,23,1,26.353,26.353,0.07,20.776
Station4,CBBG,Heavy,2021.11,24,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,24,1,14.386,14.386,0.038,20.721
Station4,CBBG,Heavy,2021.11,25,46,1129.162,24.547,3.007,54.081
Station4,AlcianBlue,Heavy,2021.11,25,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,26,62,870.317,14.037,2.318,36.315
Station4,AlcianBlue,Heavy,2021.11,26,89,1442.248,16.205,3.841,37.142
Station4,CBBG,Heavy,2021.11,27,1,5.437,5.437,0.014,11.981
Station4,AlcianBlue,Heavy,2021.11,27,2,13.684,6.842,0.036,13.13
Station4,CBBG,Heavy,2021.11,28,1,5.775,5.775,0.015,9.707
Station4,AlcianBlue,Heavy,2021.11,28,1,7.232,7.232,0.019,10.541
Station4,CBBG,Heavy,2021.11,29,59,1072.242,18.174,2.855,42.064
Station4,AlcianBlue,Heavy,2021.11,29,63,1051.743,16.694,2.801,35.838
Station4,CBBG,Heavy,2021.11,3,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,3,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,30,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,30,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,31,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,31,1,14.178,14.178,0.038,18.345
Station4,CBBG,Heavy,2021.11,32,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,32,2,46.436,23.218,0.124,23.36
Station4,CBBG,Heavy,2021.11,33,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,33,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,34,69,897.763,13.011,2.391,33.258
Station4,AlcianBlue,Heavy,2021.11,34,71,820.135,11.551,2.184,27.942
Station4,CBBG,Heavy,2021.11,35,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,35,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,36,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,36,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,37,1,9.417,9.417,0.025,11.942
Station4,AlcianBlue,Heavy,2021.11,37,1,15.245,15.245,0.041,14.852
Station4,CBBG,Heavy,2021.11,38,39,1243.106,31.875,3.31,61.243
Station4,AlcianBlue,Heavy,2021.11,38,1,12.305,12.305,0.033,13.806
Station4,CBBG,Heavy,2021.11,39,2,25.598,12.799,0.068,18.621
Station4,AlcianBlue,Heavy,2021.11,39,4,58.403,14.601,0.156,16.147
Station4,CBBG,Heavy,2021.11,4,1,10.536,10.536,0.028,13.05
Station4,AlcianBlue,Heavy,2021.11,4,1,13.892,13.892,0.037,14.112
Station4,CBBG,Heavy,2021.11,40,1,13.476,13.476,0.036,21.516
Station4,AlcianBlue,Heavy,2021.11,40,1,25.754,25.754,0.069,20.721
Station4,CBBG,Heavy,2021.11,41,1,8.715,8.715,0.023,12.043
Station4,AlcianBlue,Heavy,2021.11,41,1,17.274,17.274,0.046,16.677
Station4,CBBG,Heavy,2021.11,42,61,1276.197,20.921,3.398,45.861
Station4,AlcianBlue,Heavy,2021.11,42,59,1352.393,22.922,3.601,46.348
Station4,CBBG,Heavy,2021.11,43,1,5.515,5.515,0.015,10.235
Station4,AlcianBlue,Heavy,2021.11,43,1,7.154,7.154,0.019,10.58
Station4,CBBG,Heavy,2021.11,44,58,779.292,13.436,2.075,33.106
Station4,AlcianBlue,Heavy,2021.11,44,32,407.44,12.733,1.085,25.14
Station4,CBBG,Heavy,2021.11,45,54,996.176,18.448,2.653,42.86
Station4,AlcianBlue,Heavy,2021.11,45,2,11.576,5.788,0.031,11.631
Station4,CBBG,Heavy,2021.11,46,48,779.344,16.236,2.075,40.852
Station4,AlcianBlue,Heavy,2021.11,46,1,11.238,11.238,0.03,18.619
Station4,CBBG,Heavy,2021.11,47,2,11.759,5.879,0.031,13.361
Station4,AlcianBlue,Heavy,2021.11,47,3,34.729,11.576,0.092,16.575
Station4,CBBG,Heavy,2021.11,48,81,1243.783,15.355,3.312,37.481
Station4,AlcianBlue,Heavy,2021.11,48,1,11.212,11.212,0.03,13.2
Station4,CBBG,Heavy,2021.11,49,1,7.44,7.44,0.02,12.5
Station4,AlcianBlue,Heavy,2021.11,49,1,11.29,11.29,0.03,16.472
Station4,CBBG,Heavy,2021.11,5,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,5,1,7.804,7.804,0.021,11.926
Station4,CBBG,Heavy,2021.11,50,49,924.714,18.872,2.462,42.301
Station4,AlcianBlue,Heavy,2021.11,50,3,59.99,19.997,0.16,19.803
Station4,CBBG,Heavy,2021.11,51,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,51,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,6,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,6,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2021.11,7,1,6.608,6.608,0.018,13.673
Station4,AlcianBlue,Heavy,2021.11,7,1,11.655,11.655,0.031,16.064
Station4,CBBG,Heavy,2021.11,8,3,20.109,6.703,0.054,10.256
Station4,AlcianBlue,Heavy,2021.11,8,6,56.53,9.422,0.151,12.297
Station4,CBBG,Heavy,2021.11,9,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2021.11,9,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,1,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,1,33,296.67,8.99,0.79,21.139
Station4,CBBG,Light,2021.11,10,1,15.401,15.401,0.041,17.983
Station4,AlcianBlue,Light,2021.11,10,2,31.998,15.999,0.085,14.223
Station4,CBBG,Light,2021.11,11,46,1631.556,35.469,4.345,61.9
Station4,AlcianBlue,Light,2021.11,11,38,1882.882,49.55,5.014,68.675
Station4,CBBG,Light,2021.11,12,34,1263.502,37.162,3.365,71.731
Station4,AlcianBlue,Light,2021.11,12,41,1187.929,28.974,3.163,55.804
Station4,CBBG,Light,2021.11,13,38,1685.016,44.343,4.487,74.468
Station4,AlcianBlue,Light,2021.11,13,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,14,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,14,1,5.697,5.697,0.015,9.267
Station4,CBBG,Light,2021.11,15,49,1375.13,28.064,3.662,56.071
Station4,AlcianBlue,Light,2021.11,15,48,1730.255,36.047,4.608,60.856
Station4,CBBG,Light,2021.11,16,36,555.593,15.433,1.48,36.058
Station4,AlcianBlue,Light,2021.11,16,2,14.048,7.024,0.037,10.199
Station4,CBBG,Light,2021.11,17,35,1028.954,29.399,2.74,50.711
Station4,AlcianBlue,Light,2021.11,17,29,928.33,32.011,2.472,56.227
Station4,CBBG,Light,2021.11,18,50,988.892,19.778,2.633,43.553
Station4,AlcianBlue,Light,2021.11,18,61,1346.696,22.077,3.586,43.868
Station4,CBBG,Light,2021.11,19,43,1270.109,29.537,3.382,58.642
Station4,AlcianBlue,Light,2021.11,19,2,15.166,7.583,0.04,15.222
Station4,CBBG,Light,2021.11,2,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,2,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,20,37,1458.689,39.424,3.884,66.734
Station4,AlcianBlue,Light,2021.11,20,2,24.428,12.214,0.065,17.291
Station4,CBBG,Light,2021.11,21,31,1366.311,44.075,3.638,79.722
Station4,AlcianBlue,Light,2021.11,21,36,1520.369,42.232,4.049,68.742
Station4,CBBG,Light,2021.11,22,1,5.827,5.827,0.016,10.101
Station4,AlcianBlue,Light,2021.11,22,2,20.734,10.367,0.055,13.55
Station4,CBBG,Light,2021.11,23,32,1566.805,48.963,4.172,75.826
Station4,AlcianBlue,Light,2021.11,23,30,1605.021,53.501,4.274,76.452
Station4,CBBG,Light,2021.11,24,27,1492.326,55.271,3.974,83.771
Station4,AlcianBlue,Light,2021.11,24,35,1671.384,47.754,4.451,67.723
Station4,CBBG,Light,2021.11,25,37,1581.582,42.745,4.212,77.266
Station4,AlcianBlue,Light,2021.11,25,55,1365.375,24.825,3.636,48.54
Station4,CBBG,Light,2021.11,26,40,1506.79,37.67,4.012,57.656
Station4,AlcianBlue,Light,2021.11,26,47,1736.42,36.945,4.624,55.055
Station4,CBBG,Light,2021.11,27,35,1106.53,31.615,2.947,65.125
Station4,AlcianBlue,Light,2021.11,27,38,1277.94,33.63,3.403,57.056
Station4,CBBG,Light,2021.11,28,41,1768.21,43.127,4.709,75.075
Station4,AlcianBlue,Light,2021.11,28,41,1952.315,47.617,5.199,76.074
Station4,CBBG,Light,2021.11,29,38,1690.193,44.479,4.501,71.951
Station4,AlcianBlue,Light,2021.11,29,34,1470.421,43.248,3.916,69.214
Station4,CBBG,Light,2021.11,3,40,1734.365,43.359,4.619,64.114
Station4,AlcianBlue,Light,2021.11,3,34,2036.837,59.907,5.424,76.245
Station4,CBBG,Light,2021.11,30,41,1543.028,37.635,4.109,66.524
Station4,AlcianBlue,Light,2021.11,30,39,1722.034,44.155,4.586,74.107
Station4,CBBG,Light,2021.11,31,39,1471.956,37.742,3.92,59.863
Station4,AlcianBlue,Light,2021.11,31,42,1746.176,41.576,4.65,63.111
Station4,CBBG,Light,2021.11,32,1,5.255,5.255,0.014,8.433
Station4,AlcianBlue,Light,2021.11,32,1,6.504,6.504,0.017,9.534
Station4,CBBG,Light,2021.11,33,28,1241.259,44.331,3.305,76.329
Station4,AlcianBlue,Light,2021.11,33,37,1106.92,29.917,2.948,55.443
Station4,CBBG,Light,2021.11,34,32,1102.706,34.46,2.936,70.87
Station4,AlcianBlue,Light,2021.11,34,1,7.908,7.908,0.021,10.368
Station4,CBBG,Light,2021.11,35,45,1637.461,36.388,4.36,66.28
Station4,AlcianBlue,Light,2021.11,35,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,36,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,36,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,37,34,1347.737,39.639,3.589,71.925
Station4,AlcianBlue,Light,2021.11,37,44,1651.951,37.544,4.399,58.338
Station4,CBBG,Light,2021.11,38,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,38,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,39,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,39,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,4,42,1843.626,43.896,4.909,73.08
Station4,AlcianBlue,Light,2021.11,4,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,40,46,1097.685,23.863,2.923,51.408
Station4,AlcianBlue,Light,2021.11,40,55,1333.507,24.246,3.551,51.172
Station4,CBBG,Light,2021.11,41,34,1384.807,40.73,3.688,69.347
Station4,AlcianBlue,Light,2021.11,41,37,1582.908,42.781,4.215,66.871
Station4,CBBG,Light,2021.11,42,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,42,51,1406.894,27.586,3.746,54.537
Station4,CBBG,Light,2021.11,43,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,43,1,8.949,8.949,0.024,11.092
Station4,CBBG,Light,2021.11,44,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,44,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,45,1,18.678,18.678,0.05,20.17
Station4,AlcianBlue,Light,2021.11,45,1,30.255,30.255,0.081,23.363
Station4,CBBG,Light,2021.11,46,1,14.646,14.646,0.039,20.532
Station4,AlcianBlue,Light,2021.11,46,1,18.861,18.861,0.05,16.944
Station4,CBBG,Light,2021.11,47,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,47,1,6.243,6.243,0.017,10.447
Station4,CBBG,Light,2021.11,48,1,9.781,9.781,0.026,12.878
Station4,AlcianBlue,Light,2021.11,48,1,10.146,10.146,0.027,12.878
Station4,CBBG,Light,2021.11,49,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,49,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,5,37,1690.427,45.687,4.501,82.339
Station4,AlcianBlue,Light,2021.11,5,45,1572.216,34.938,4.187,60.505
Station4,CBBG,Light,2021.11,50,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2021.11,50,0,0,NaN,0,NaN
Station4,CBBG,Light,2021.11,6,31,1712.123,55.23,4.559,89.593
Station4,AlcianBlue,Light,2021.11,6,27,1832.024,67.853,4.879,93.219
Station4,CBBG,Light,2021.11,7,37,1703.746,46.047,4.537,72.953
Station4,AlcianBlue,Light,2021.11,7,40,1583.221,39.581,4.216,66.779
Station4,CBBG,Light,2021.11,8,42,1322.737,31.494,3.522,55.118
Station4,AlcianBlue,Light,2021.11,8,44,1234.365,28.054,3.287,48.996
Station4,CBBG,Light,2021.11,9,41,1057.986,25.805,2.817,55.296
Station4,AlcianBlue,Light,2021.11,9,1,7.7,7.7,0.021,14.49
Station2,CBBG,Heavy,2021.07,1,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,1,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,10,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,10,3,37.617,12.539,0.1,20.621
Station2,CBBG,Heavy,2021.07,12,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,12,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,13,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,13,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,14,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,14,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,15,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,15,1,6.27,6.27,0.017,18.73
Station2,CBBG,Heavy,2021.07,16,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,16,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,17,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,17,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,18,1,5.099,5.099,0.014,14.53
Station2,AlcianBlue,Heavy,2021.07,18,6,62.643,10.441,0.167,22.826
Station2,CBBG,Heavy,2021.07,19,1,5.047,5.047,0.013,15.631
Station2,AlcianBlue,Heavy,2021.07,19,5,31.4,6.28,0.084,16.976
Station2,CBBG,Heavy,2021.07,2,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,2,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,20,1,5.307,5.307,0.014,17.723
Station2,AlcianBlue,Heavy,2021.07,20,7,54.162,7.737,0.144,22.415
Station2,CBBG,Heavy,2021.07,21,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,21,10,105.333,10.533,0.28,20.819
Station2,CBBG,Heavy,2021.07,22,1,5.073,5.073,0.014,16.599
Station2,AlcianBlue,Heavy,2021.07,22,7,197.034,28.148,0.525,25.86
Station2,CBBG,Heavy,2021.07,23,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,23,8,53.902,6.738,0.144,15.196
Station2,CBBG,Heavy,2021.07,24,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,24,9,60.38,6.709,0.161,19.469
Station2,CBBG,Heavy,2021.07,25,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,25,1,7.544,7.544,0.02,11.942
Station2,CBBG,Heavy,2021.07,26,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,26,10,92.716,9.272,0.247,21.441
Station2,CBBG,Heavy,2021.07,27,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,27,8,59.131,7.391,0.157,19.076
Station2,CBBG,Heavy,2021.07,28,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,28,3,68.314,22.771,0.182,32.591
Station2,CBBG,Heavy,2021.07,29,2,18.965,9.482,0.051,22.211
Station2,AlcianBlue,Heavy,2021.07,29,12,124.74,10.395,0.332,22.069
Station2,CBBG,Heavy,2021.07,3,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,3,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,30,1,5.385,5.385,0.014,15.937
Station2,AlcianBlue,Heavy,2021.07,30,10,79.084,7.908,0.211,21.828
Station2,CBBG,Heavy,2021.07,31,1,5.333,5.333,0.014,18.384
Station2,AlcianBlue,Heavy,2021.07,31,5,29.24,5.848,0.078,17.426
Station2,CBBG,Heavy,2021.07,32,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,32,7,43.757,6.251,0.117,15.645
Station2,CBBG,Heavy,2021.07,33,1,6.4,6.4,0.017,11.776
Station2,AlcianBlue,Heavy,2021.07,33,15,114.49,7.633,0.305,18.884
Station2,CBBG,Heavy,2021.07,34,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,34,8,75,9.375,0.2,23.882
Station2,CBBG,Heavy,2021.07,35,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,35,9,71.592,7.955,0.191,18.416
Station2,CBBG,Heavy,2021.07,36,2,23.439,11.72,0.062,17.405
Station2,AlcianBlue,Heavy,2021.07,36,2,42.248,21.124,0.113,20.957
Station2,CBBG,Heavy,2021.07,37,1,5.619,5.619,0.015,8.85
Station2,AlcianBlue,Heavy,2021.07,37,1,7.154,7.154,0.019,9.723
Station2,CBBG,Heavy,2021.07,38,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,38,8,55.645,6.956,0.148,18.631
Station2,CBBG,Heavy,2021.07,39,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,39,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,4,1,8.585,8.585,0.023,15.576
Station2,AlcianBlue,Heavy,2021.07,4,2,37.331,18.665,0.099,26.459
Station2,CBBG,Heavy,2021.07,40,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,40,6,40.193,6.699,0.107,18.016
Station2,CBBG,Heavy,2021.07,41,2,37.799,18.9,0.101,17.684
Station2,AlcianBlue,Heavy,2021.07,41,2,43.835,21.917,0.117,18.251
Station2,CBBG,Heavy,2021.07,42,1,6.191,6.191,0.016,9.723
Station2,AlcianBlue,Heavy,2021.07,42,1,7.258,7.258,0.019,10.085
Station2,CBBG,Heavy,2021.07,43,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,43,1,5.333,5.333,0.014,8.527
Station2,CBBG,Heavy,2021.07,45,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,45,2,13.866,6.933,0.037,10.616
Station2,CBBG,Heavy,2021.07,46,1,12.461,12.461,0.033,18.612
Station2,AlcianBlue,Heavy,2021.07,46,2,99.792,49.896,0.266,37.228
Station2,CBBG,Heavy,2021.07,47,1,7.7,7.7,0.021,13.05
Station2,AlcianBlue,Heavy,2021.07,47,3,38.319,12.773,0.102,14.821
Station2,CBBG,Heavy,2021.07,48,1,5.255,5.255,0.014,13.106
Station2,AlcianBlue,Heavy,2021.07,48,10,83.897,8.39,0.223,19.393
Station2,CBBG,Heavy,2021.07,49,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,49,0,0,NaN,0,NaN
Station2,CBBG,Heavy,2021.07,5,0,0,NaN,0,NaN
Station2,AlcianBlue,Heavy,2021.07,5,3,20.525,6.842,0.055,19.121
Station2,CBBG,Heavy,2021.07,50,2,23.777,11.889,0.063,14.738
Station2,AlcianBlue,Heavy,2021.07,50,3,72.242,24.081,0.192,21.329
